word,score
word,similarity
Fairness,1.0
fairness,0.9314521537520368
 Fairness,0.9212645857072582
Farness,0.8207335669864685
Justness,0.7874996077199026
farness,0.7805654430089497
justness,0.7465448159995379
 Justness,0.7252919280241509
Fair-minded,0.7208273235029657
 Equitableness,0.7132489865538811
 fairness,0.7111360317650833
Equitableness,0.7031594182977969
Fairish,0.6881316713456767
 Equableness,0.6850850418047607
Fair-world,0.681805074973319
fair-minded,0.6789957153726804
Fair,0.6772849403579658
 equitableness,0.6707531789262204
Equableness,0.6658249484395984
 justness,0.6612607782494139
Fairly,0.6610663610105554
fair-world,0.6609169512547111
equitableness,0.6537707858289898
 Fair-minded,0.6536423980702856
Impartiality,0.6421068548459328
Impartialness,0.6365325831540144
Equability,0.6332548574373841
 impartialness,0.6326439800055862
 Farness,0.6264204153833707
Equalness,0.6244780260684027
 fair-world,0.6224255691578892
 Impartialness,0.621925944488377
 fair-minded,0.6155966684824553
Unfair,0.6137506465806692
 Fairly,0.6104935580147768
fairish,0.6102739138215402
 Impartiality,0.6085192060881763
 Equalness,0.6076659361175223
 fairish,0.6054969370361928
fair,0.6045325475844995
Fair-natured,0.6027008463799164
fair-natured,0.5991702854891939
 Fair-world,0.5963743484787948
 Evenhanded,0.5930451767576228
equableness,0.5898165499968765
Evenhanded,0.5880522060526373
impartiality,0.5873185740144691
 Equability,0.5833035593857439
 impartiality,0.5826626516556064
 equitable,0.5821519902416157
fairly,0.5807759059374483
 equableness,0.5798099386892123
Reasonableness,0.5780683704631178
 Reasonableness,0.5753974758690212
 Fairish,0.5740333663444148
Set-fair,0.5729353182924385
Fairily,0.5728979584685897
Rightfulness,0.5709968757157986
 equalness,0.5685794122613779
 Equitably,0.5676756957891
Equality,0.5676432232571674
 Unfair,0.5660421001993036
impartialness,0.5619192251194444
Equity,0.5610204009900023
Equitably,0.5591911342229157
 fair-natured,0.5577324046345876
Rightness,0.5566330432843205
equalness,0.5558523231590985
Decency,0.5517852914845432
Egality,0.5503980104519052
Fair-spoken,0.5478147511594696
 equitably,0.5459874544990725
 impartially,0.5454485819553947
Unbias,0.5429705292879599
Justly,0.5426149128157749
Fairhood,0.5410504236574313
fair-spoken,0.5409760645801102
unfair,0.5403504328296882
Equitable,0.5395024689330036
equality,0.5392797791828788
 Equality,0.5383394473543563
evenhanded,0.5379890147102943
 set-fair,0.5363655018659452
fairily,0.5361681802723784
 Fair-natured,0.5361135982588089
Impartially,0.5342211877890274
 evenhanded,0.5338367702896972
equity,0.5336447015145268
Unequity,0.5330745709977199
 Justly,0.5330314682708995
 Equitable,0.5321854291487228
 Rightfulness,0.5307160918175351
 Impartially,0.5285371670944764
 justly,0.5280373696637426
set-fair,0.5279027115109776
Justicehood,0.5254009578496827
 fairily,0.523759384526089
rightfulness,0.5224138807574588
Partiality,0.5211728316482306
